Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
14-02-2017,HDFC,EQ,1392.05,1398,1403.65,1388.05,1399,1398.15,1395.94,1564027,2.18329E+14,50768,1248098,0.798
15-02-2017,HDFC,EQ,1398.15,1399.9,1409.8,1389.5,1399,1399.15,1399.1,2323380,3.25063E+14,97772,1903001,0.8191
16-02-2017,HDFC,EQ,1399.15,1394.15,1403,1386.25,1393.9,1393.55,1394.26,2017252,2.81257E+14,109427,1658410,0.8221
17-02-2017,HDFC,EQ,1393.55,1425,1432.65,1400.2,1404.75,1402.5,1413.6,2075335,2.93369E+14,72529,1144012,0.5512
20-02-2017,HDFC,EQ,1402.5,1401.55,1402.85,1386,1393,1393.3,1392.35,1470475,2.04742E+14,43705,1112132,0.7563
21-02-2017,HDFC,EQ,1393.3,1393.1,1414,1389.85,1413,1412.45,1403.05,734159,1.03006E+14,44498,464876,0.6332
22-02-2017,HDFC,EQ,1412.45,1415,1415,1391.8,1396.5,1394.1,1400.16,2494083,3.49212E+14,104590,1680015,0.6736
23-02-2017,HDFC,EQ,1394.1,1401,1404.9,1378,1390,1385.7,1389.91,4125739,5.73442E+14,124877,3261942,0.7906
27-02-2017,HDFC,EQ,1385.7,1389.45,1389.45,1368.1,1372,1375.7,1377.63,2822066,3.88777E+14,76169,2398787,0.85
28-02-2017,HDFC,EQ,1375.7,1377,1383.95,1368.4,1370.9,1370.05,1374.89,2318175,3.18723E+14,104499,1701769,0.7341
01-03-2017,HDFC,EQ,1370.05,1369.8,1405,1369.2,1396.85,1400.55,1395.82,2163448,3.01978E+14,73037,1621802,0.7496
02-03-2017,HDFC,EQ,1400.55,1403,1415.4,1392,1393.35,1399,1406.03,2671884,3.75676E+14,108250,1994293,0.7464
03-03-2017,HDFC,EQ,1399,1392.3,1397,1366,1370.5,1371.2,1373.56,1137208,1.56203E+14,53880,702939,0.6181
06-03-2017,HDFC,EQ,1371.2,1379,1392,1362.5,1367,1365.95,1372.29,2236116,3.06861E+14,66628,1608729,0.7194
07-03-2017,HDFC,EQ,1365.95,1374.4,1374.4,1362.75,1365,1365.4,1366.83,1507326,2.06026E+14,51442,1187910,0.7881
08-03-2017,HDFC,EQ,1365.4,1368.1,1376.8,1361.3,1365.5,1367.7,1367.1,2330472,3.18599E+14,100277,1760059,0.7552
09-03-2017,HDFC,EQ,1367.7,1368.25,1381.9,1362.6,1373.95,1371.5,1372.53,2205255,3.02679E+14,77998,1664944,0.755
10-03-2017,HDFC,EQ,1371.5,1378,1383.35,1369,1375.7,1373.8,1375.18,1607599,2.21074E+14,56798,1196665,0.7444
14-03-2017,HDFC,EQ,1373.8,1415.2,1428,1413.3,1421.95,1424.15,1419.2,6249576,8.86939E+14,152114,5128902,0.8207
15-03-2017,HDFC,EQ,1424.15,1425.4,1435,1416.65,1424.15,1426.1,1426.56,2598530,3.70697E+14,116205,1919940,0.7389
16-03-2017,HDFC,EQ,1426.1,1431.65,1454.75,1431.15,1452,1450.25,1444.15,3406772,4.91989E+14,139681,2760081,0.8102
17-03-2017,HDFC,EQ,1450.25,1458.5,1458.5,1438.7,1446.2,1451.2,1449.31,3588003,5.20014E+14,129695,2907145,0.8102
20-03-2017,HDFC,EQ,1451.2,1449.8,1464.95,1446.95,1456.6,1457.75,1458.77,1745773,2.54668E+14,50745,1348156,0.7722
21-03-2017,HDFC,EQ,1457.75,1452.15,1473.45,1449.35,1461.1,1458.4,1458.8,2087458,3.04519E+14,66015,1553169,0.744
22-03-2017,HDFC,EQ,1458.4,1449.9,1454.75,1434.05,1442,1442.3,1441.53,1866922,2.69123E+14,97159,1487877,0.797
23-03-2017,HDFC,EQ,1442.3,1444.6,1460.9,1439.85,1459,1456.65,1447.81,2342002,3.39077E+14,56615,1944628,0.8303
24-03-2017,HDFC,EQ,1456.65,1458,1467.25,1450,1461.5,1462.6,1463.06,1701119,2.48885E+14,71234,1380223,0.8114
27-03-2017,HDFC,EQ,1462.6,1455,1478.5,1455,1477,1474.7,1468.76,2418666,3.55243E+14,80711,2018971,0.8347
28-03-2017,HDFC,EQ,1474.7,1477.7,1508,1477.1,1506.6,1504.1,1498.18,2272786,3.40505E+14,61508,1684300,0.7411
29-03-2017,HDFC,EQ,1504.1,1510.1,1531,1498.5,1524.45,1522.05,1513.15,3595260,5.44015E+14,89516,2911900,0.8099
30-03-2017,HDFC,EQ,1522.05,1520,1528.4,1510.55,1518,1519.95,1519.97,8057156,1.22466E+15,123936,6937745,0.8611
31-03-2017,HDFC,EQ,1519.95,1520.2,1520.2,1496.55,1499.85,1502.1,1503.99,2816509,4.236E+14,105916,2120923,0.753
03-04-2017,HDFC,EQ,1502.1,1509.65,1537.2,1502.05,1537,1533.65,1525.88,2302442,3.51325E+14,72784,1652997,0.7179
05-04-2017,HDFC,EQ,1533.65,1525.1,1530,1486.75,1492,1490.15,1497.51,4839266,7.24687E+14,169752,3825395,0.7905
06-04-2017,HDFC,EQ,1490.15,1490,1490,1468.1,1481.55,1482.6,1479.34,3533800,5.22769E+14,86428,2659916,0.7527
07-04-2017,HDFC,EQ,1482.6,1474.9,1494,1466.25,1481.7,1484.75,1481.73,2366116,3.50595E+14,48238,1782523,0.7534
10-04-2017,HDFC,EQ,1484.75,1484,1484,1465.05,1465.85,1467.5,1469.85,2200153,3.23389E+14,77780,1880021,0.8545
11-04-2017,HDFC,EQ,1467.5,1465.1,1486.95,1461.2,1479,1476.85,1477.74,2166320,3.20125E+14,73737,1578551,0.7287
12-04-2017,HDFC,EQ,1476.85,1475,1476.45,1460,1468.95,1466.65,1465.4,2663565,3.90319E+14,105512,2222812,0.8345
13-04-2017,HDFC,EQ,1466.65,1470,1484.7,1461.15,1475.2,1474.9,1475.74,1773012,2.6165E+14,51949,1295461,0.7307
17-04-2017,HDFC,EQ,1474.9,1475,1494.45,1474.8,1480,1479.55,1484.67,1213004,1.80092E+14,39093,783162,0.6456
18-04-2017,HDFC,EQ,1479.55,1482,1491,1474,1480,1480.05,1480.96,1784505,2.64278E+14,56985,1247632,0.6991
19-04-2017,HDFC,EQ,1480.05,1491.55,1492.3,1470.2,1490.2,1490.2,1486.38,1546962,2.29938E+14,82753,1145156,0.7403
20-04-2017,HDFC,EQ,1490.2,1490,1531.75,1487.1,1511.75,1517.1,1517.89,2905255,4.40986E+14,83577,2162309,0.7443
21-04-2017,HDFC,EQ,1517.1,1519.9,1526.75,1490.95,1503.15,1507.45,1506.66,1520049,2.2902E+14,67122,1076843,0.7084
24-04-2017,HDFC,EQ,1507.45,1509.8,1538.55,1507.45,1525,1530.7,1530.48,1550370,2.37282E+14,127662,1157467,0.7466
25-04-2017,HDFC,EQ,1530.7,1535,1557.6,1531,1541,1548.4,1546.43,2420240,3.74274E+14,75640,1954097,0.8074
26-04-2017,HDFC,EQ,1548.4,1551.2,1590,1551.2,1576.15,1586,1576.49,3596629,5.67005E+14,143646,2691832,0.7484
27-04-2017,HDFC,EQ,1586,1582,1589.95,1559.05,1561.05,1566.5,1575.94,4533632,7.14475E+14,181532,3603398,0.7948
28-04-2017,HDFC,EQ,1566.5,1564.1,1566,1532.15,1537,1537.15,1540.52,2850999,4.39201E+14,155565,2252219,0.79
02-05-2017,HDFC,EQ,1537.15,1547,1590.75,1538.9,1585.55,1584.75,1571.83,4472856,7.03058E+14,190220,3468915,0.7755
03-05-2017,HDFC,EQ,1584.75,1588,1591.85,1563,1564.3,1571.3,1575.99,4028393,6.34872E+14,117911,3240990,0.8045
04-05-2017,HDFC,EQ,1571.3,1573,1587.4,1556,1558.1,1564.35,1574.65,5810079,9.14884E+14,129219,4408453,0.7588
05-05-2017,HDFC,EQ,1564.35,1570.1,1570.2,1540.95,1543,1546.85,1548.07,2299986,3.56054E+14,99366,1790557,0.7785
08-05-2017,HDFC,EQ,1546.85,1542,1549,1527.15,1529,1529.5,1537.62,1887869,2.90282E+14,56878,1579702,0.8368
09-05-2017,HDFC,EQ,1529.5,1537.9,1542.8,1517.85,1523.4,1523.5,1530.21,2041977,3.12465E+14,96568,1517623,0.7432
10-05-2017,HDFC,EQ,1523.5,1532,1575.25,1527.2,1570.7,1572,1562.57,2965910,4.63445E+14,123196,2264217,0.7634
11-05-2017,HDFC,EQ,1572,1581,1581,1557,1558.25,1565.3,1571.69,2648011,4.16186E+14,76511,2134050,0.8059
12-05-2017,HDFC,EQ,1565.3,1565,1566.2,1539.35,1549,1549.8,1549.18,1294006,2.00464E+14,72628,920599,0.7114
15-05-2017,HDFC,EQ,1549.8,1554.5,1572.6,1554.1,1561,1559.5,1562.62,1270297,1.98499E+14,59917,955875,0.7525
16-05-2017,HDFC,EQ,1559.5,1558,1569,1554,1568,1566.55,1564.05,2114918,3.30784E+14,79354,1652379,0.7813
17-05-2017,HDFC,EQ,1566.55,1565.5,1570.95,1549.75,1550.1,1552.5,1557.08,2161434,3.36553E+14,80317,1794472,0.8302
18-05-2017,HDFC,EQ,1552.5,1547,1558.6,1526.5,1545,1537.05,1539.03,2404372,3.70041E+14,85842,1837821,0.7644
19-05-2017,HDFC,EQ,1537.05,1545,1548,1515.35,1526.5,1520.6,1526.14,2142433,3.26965E+14,113875,1601236,0.7474
22-05-2017,HDFC,EQ,1520.6,1530,1530,1510.25,1519.95,1519.85,1518.84,1920867,2.91748E+14,70390,1541085,0.8023
23-05-2017,HDFC,EQ,1519.85,1521.7,1537.2,1503.45,1510,1511.5,1521.2,1408855,2.14315E+14,56848,969791,0.6884
24-05-2017,HDFC,EQ,1511.5,1519,1541.75,1512.4,1525,1524.85,1527.9,2209471,3.37585E+14,75808,1361319,0.6161
25-05-2017,HDFC,EQ,1524.85,1533.9,1546,1530.5,1539,1539.75,1539.88,4099792,6.31318E+14,91104,3327557,0.8116
26-05-2017,HDFC,EQ,1539.75,1538.1,1563,1530.25,1544.5,1547.9,1548.63,1871008,2.89749E+14,59347,1270174,0.6789
29-05-2017,HDFC,EQ,1547.9,1546,1601.25,1546,1596.75,1598.85,1586.02,3464406,5.49463E+14,75137,1961992,0.5663
30-05-2017,HDFC,EQ,1598.85,1595.7,1604,1575.05,1582.6,1579.5,1588.05,1605211,2.54915E+14,77293,1019565,0.6352
31-05-2017,HDFC,EQ,1579.5,1581,1596.15,1565.4,1576.8,1569.85,1571.89,4907685,7.71432E+14,160031,3833239,0.7811
01-06-2017,HDFC,EQ,1569.85,1551.8,1587.4,1551.8,1577.25,1583.75,1575.11,2990228,4.70994E+14,155736,1983472,0.6633
02-06-2017,HDFC,EQ,1583.75,1582,1612.8,1582,1595.35,1604.65,1602.17,3427957,5.49217E+14,99348,2572628,0.7505
05-06-2017,HDFC,EQ,1604.65,1606.4,1612,1591.15,1605,1606.15,1603.91,2988075,4.79259E+14,81217,2167100,0.7252
06-06-2017,HDFC,EQ,1606.15,1610,1624.85,1602.5,1603.7,1605.75,1611.85,2170920,3.4992E+14,48603,1537563,0.7083
07-06-2017,HDFC,EQ,1605.75,1609.7,1611.5,1590.6,1600,1599.35,1598.75,1726464,2.76019E+14,69120,1256284,0.7277
08-06-2017,HDFC,EQ,1599.35,1608.9,1635,1605,1631,1633.55,1628.23,2289492,3.72783E+14,104016,1459772,0.6376
09-06-2017,HDFC,EQ,1633.55,1628,1649,1620.1,1646.1,1647.2,1636.33,2633241,4.30886E+14,73460,1898414,0.7209
12-06-2017,HDFC,EQ,1647.2,1644,1651.8,1633.85,1647,1647.5,1643.89,2000556,3.28869E+14,71819,1467513,0.7336
13-06-2017,HDFC,EQ,1647.5,1642.05,1682.2,1642.05,1665,1667.65,1667.32,2737084,4.5636E+14,143134,1840910,0.6726
14-06-2017,HDFC,EQ,1667.65,1661.55,1668,1644,1647.1,1651.1,1651.72,6519614,1.07686E+15,139220,6014688,0.9226
15-06-2017,HDFC,EQ,1651.1,1648.7,1653.7,1629.55,1635,1636.85,1642.13,5678766,9.3253E+14,73070,5097448,0.8976
16-06-2017,HDFC,EQ,1636.85,1634.3,1651,1629.15,1635.2,1640.85,1641.87,2692532,4.42079E+14,73989,1737533,0.6453
19-06-2017,HDFC,EQ,1640.85,1659,1660,1645.2,1659.6,1654.2,1652.88,2907637,4.80598E+14,62546,2321542,0.7984
20-06-2017,HDFC,EQ,1654.2,1651.15,1660,1627.9,1632.15,1631.5,1636.96,2304515,3.77239E+14,67469,1652828,0.7172
21-06-2017,HDFC,EQ,1631.5,1632.15,1638,1615.5,1626,1628.25,1622.59,2359678,3.8288E+14,85584,1833784,0.7771
22-06-2017,HDFC,EQ,1628.25,1626.1,1660,1626.1,1650.1,1653.8,1651.94,3438975,5.681E+14,129910,2724127,0.7921
23-06-2017,HDFC,EQ,1653.8,1660,1661,1642.1,1650.2,1651.35,1651.51,2590704,4.27858E+14,119288,1946085,0.7512
27-06-2017,HDFC,EQ,1651.35,1655.7,1667,1639.7,1650.15,1651.05,1652.48,3612290,5.96924E+14,149871,2858502,0.7913
28-06-2017,HDFC,EQ,1651.05,1656.5,1658.8,1623.1,1624,1629,1637.6,1683069,2.75619E+14,96590,1174145,0.6976
29-06-2017,HDFC,EQ,1629,1629.4,1654.9,1620.1,1627.4,1632.2,1638.4,2783220,4.56002E+14,101152,2117744,0.7609
30-06-2017,HDFC,EQ,1632.2,1625,1625,1606.95,1611.9,1614.95,1616.13,1866235,3.01609E+14,105847,1326587,0.7108
03-07-2017,HDFC,EQ,1614.95,1610.35,1629,1600.7,1617.05,1621.65,1617.86,1518180,2.4562E+14,64639,860304,0.5667
04-07-2017,HDFC,EQ,1621.65,1626.35,1646.5,1616.4,1639.05,1640.65,1634.35,1909048,3.12006E+14,63997,1288073,0.6747
05-07-2017,HDFC,EQ,1640.65,1639.05,1640,1622.25,1631,1629.1,1627.52,1317408,2.14411E+14,51340,949820,0.721
06-07-2017,HDFC,EQ,1629.1,1623.05,1654,1623.05,1642.8,1647.9,1644.66,2397552,3.94317E+14,105496,1741973,0.7266
07-07-2017,HDFC,EQ,1647.9,1650,1650,1617,1630.5,1629.15,1625.21,3405664,5.53491E+14,100232,2576114,0.7564
10-07-2017,HDFC,EQ,1629.15,1678,1678,1620.9,1636,1638.85,1634.95,380665,6.22368E+13,10092,196329,0.5158
11-07-2017,HDFC,EQ,1638.85,1640.4,1649.1,1629.9,1645,1642.75,1640.78,1547377,2.53891E+14,79097,1066330,0.6891
12-07-2017,HDFC,EQ,1642.75,1647,1648,1626.05,1638.55,1639.95,1636,2067988,3.38322E+14,116796,1546900,0.748
13-07-2017,HDFC,EQ,1639.95,1640.2,1665,1640.2,1656.4,1656.9,1656.06,2728741,4.51897E+14,104978,2048254,0.7506
14-07-2017,HDFC,EQ,1656.9,1649,1649.9,1637.05,1647.1,1647.7,1644.49,1214121,1.99661E+14,60177,784200,0.6459
17-07-2017,HDFC,EQ,1647.7,1649,1658.9,1645.55,1652.3,1652.35,1652.59,1080487,1.78561E+14,51996,778584,0.7206
18-07-2017,HDFC,EQ,1652.35,1655,1676.95,1649.1,1652,1653,1657,2073732,3.43617E+14,60483,1532245,0.7389
19-07-2017,HDFC,EQ,1653,1661,1661,1641.85,1651.3,1654.85,1649.27,2812906,4.63923E+14,130535,2367126,0.8415
20-07-2017,HDFC,EQ,1654.85,1665.1,1665.15,1642.8,1650.25,1651,1650.9,1042156,1.72049E+14,65111,805462,0.7729
21-07-2017,HDFC,EQ,1651,1655.7,1655.7,1622.35,1640.1,1640.95,1641.66,2044159,3.35581E+14,103548,1449468,0.7091
24-07-2017,HDFC,EQ,1640.95,1646.8,1647,1626.3,1630,1632.25,1634,5390510,8.80811E+14,103620,3119324,0.5787
25-07-2017,HDFC,EQ,1632.25,1643,1643,1627.35,1633.8,1632.05,1632.56,2986733,4.87602E+14,98126,2468491,0.8265
26-07-2017,HDFC,EQ,1632.05,1635,1643.8,1620,1637.95,1633.45,1633.19,5038801,8.2293E+14,102221,3691560,0.7326
27-07-2017,HDFC,EQ,1633.45,1647,1743.45,1642.15,1719,1728.2,1710.75,9028591,1.54457E+15,180177,4897212,0.5424
28-07-2017,HDFC,EQ,1728.2,1717.5,1799.2,1709.1,1776,1785.35,1764.89,7936274,1.40067E+15,200844,5010228,0.6313
31-07-2017,HDFC,EQ,1785.35,1783.9,1799.9,1751.2,1787.5,1789.25,1776.18,4669583,8.29402E+14,161112,2717755,0.582
01-08-2017,HDFC,EQ,1789.25,1787.25,1799,1754.7,1784.1,1779.1,1769.15,3259641,5.76678E+14,105776,2084596,0.6395
02-08-2017,HDFC,EQ,1779.1,1777,1783.25,1760,1769.4,1766.4,1765.76,1960377,3.46156E+14,78442,1260380,0.6429
03-08-2017,HDFC,EQ,1766.4,1774,1776.8,1725,1732.6,1736.75,1744.06,3975454,6.93343E+14,98383,2835172,0.7132
04-08-2017,HDFC,EQ,1736.75,1725.3,1738.65,1721,1731.1,1731.35,1727.83,5369383,9.27737E+14,67514,4629232,0.8622
07-08-2017,HDFC,EQ,1731.35,1731,1753,1720.1,1720.45,1725.4,1735.15,2372097,4.11594E+14,84354,1722798,0.7263
08-08-2017,HDFC,EQ,1725.4,1729.9,1732.05,1701,1720,1719.9,1717.1,2915229,5.00573E+14,112353,2218394,0.761
09-08-2017,HDFC,EQ,1719.9,1718.9,1741.8,1705,1728,1731.65,1724.52,1817847,3.13492E+14,87589,1203426,0.662
10-08-2017,HDFC,EQ,1731.65,1728,1749.05,1699,1711,1709.8,1733.07,3177026,5.50601E+14,146267,2084963,0.6563
11-08-2017,HDFC,EQ,1709.8,1686.5,1709.45,1681.4,1694.8,1695.35,1692.17,1987331,3.36291E+14,74091,1299970,0.6541
14-08-2017,HDFC,EQ,1695.35,1700.8,1745.3,1691.3,1714,1713.95,1725.77,2144672,3.70121E+14,97252,1203998,0.5614
16-08-2017,HDFC,EQ,1713.95,1722.8,1758,1715.1,1739,1741.75,1739.87,3357599,5.84178E+14,123545,2400246,0.7149
17-08-2017,HDFC,EQ,1741.75,1748.75,1766,1720.25,1756,1759.25,1743.37,2408279,4.19851E+14,97794,1575094,0.654
18-08-2017,HDFC,EQ,1759.25,1757,1758.75,1725.25,1731,1735.05,1735.37,1897962,3.29367E+14,114319,1264883,0.6664
21-08-2017,HDFC,EQ,1735.05,1737.2,1745.4,1730,1735.9,1738.15,1738.4,1685595,2.93024E+14,67642,1225775,0.7272
22-08-2017,HDFC,EQ,1738.15,1743.9,1756.75,1737.6,1754,1750.4,1746.78,1505736,2.63018E+14,72921,1070143,0.7107
23-08-2017,HDFC,EQ,1750.4,1750.25,1769,1747.7,1758.65,1765.25,1761.43,2858972,5.03587E+14,98608,2295328,0.8029
24-08-2017,HDFC,EQ,1765.25,1764.6,1769,1746,1754.8,1757.35,1759.75,1560281,2.7457E+14,69777,1000387,0.6412
28-08-2017,HDFC,EQ,1757.35,1765,1784.45,1756.45,1766.65,1766.45,1768.51,4268581,7.54904E+14,169613,3187996,0.7469
29-08-2017,HDFC,EQ,1766.45,1754.5,1762.5,1725,1726.55,1727.8,1731,3262401,5.64721E+14,87398,2324678,0.7126
30-08-2017,HDFC,EQ,1727.8,1741,1770,1738.5,1755.5,1759.05,1756.62,2399821,4.21557E+14,108256,1621996,0.6759
31-08-2017,HDFC,EQ,1759.05,1762,1780.95,1746,1779.8,1776.9,1769.26,4646322,8.22057E+14,179595,3268268,0.7034
01-09-2017,HDFC,EQ,1776.9,1776,1776,1751.65,1760,1759.55,1760.38,2115809,3.72463E+14,110351,1573432,0.7437
04-09-2017,HDFC,EQ,1759.55,1767.8,1768.5,1742.05,1753,1755.4,1750.9,1660749,2.9078E+14,99697,1130230,0.6806
