s_no,Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50
48,2004-10-29,TCS,1167.95,1167.95,1145.15,1156.25,1165.95,1082722,1250690942.7,1155.14,,-0.8319396200523218,1115.1775000000002,
49,2004-11-01,TCS,1150.0,1174.45,1142.3,1170.65,1156.25,767196,891608670.85,1162.17,,1.2454054054054133,1119.885,
50,2004-11-02,TCS,1130.0,1179.75,1125.0,1159.7,1170.65,1108005,1289484942.35,1163.79,,-0.9353777815743428,1123.835,1057.015
51,2004-11-03,TCS,1161.0,1184.0,1161.0,1175.2,1159.7,1122267,1319061107.05,1175.35,,1.336552556695697,1128.5149999999999,1060.76
52,2004-11-04,TCS,1181.75,1187.9,1167.7,1170.4,1175.2,819476,964916886.35,1177.48,,-0.40844111640571434,1132.1799999999998,1064.588
53,2004-11-05,TCS,1173.95,1180.0,1160.0,1165.45,1170.4,627981,732187594.6,1165.94,,-0.42293233082707155,1135.5975,1068.644
54,2004-11-08,TCS,1165.0,1188.9,1156.0,1184.15,1165.45,1286466,1517295852.4,1179.43,,1.604530438886271,1139.9025000000001,1072.5919999999999
55,2004-11-09,TCS,1187.0,1197.9,1177.0,1188.4,1184.15,917339,1091098434.15,1189.42,,0.3589072330363552,1144.2900000000002,1076.598
56,2004-11-10,TCS,1191.0,1199.0,1190.1,1194.35,1188.4,716799,856707978.85,1195.19,,0.5006731740154676,1149.5425,1080.7269999999999
57,2004-11-11,TCS,1199.0,1203.4,1191.1,1196.25,1194.35,654391,784191351.65,1198.35,,0.15908234604597404,1155.1325000000002,1084.779
58,2004-11-12,TCS,1204.0,1208.0,1190.2,1196.75,1196.25,226676,271965546.8,1199.8,,0.04179728317659352,1159.16,1088.757
5,2004-11-16,TCS,1198.0,1198.0,1184.0,1190.9,1196.75,500688,596087823.45,1190.54,,-0.4888238980572308,1162.405,1092.678
59,2004-11-16,TCS,1198.0,1198.0,1184.0,1190.9,1196.75,500688,596087823.45,1190.54,,-0.4888238980572308,1165.0875,1096.5839999999998
6,2004-11-17,TCS,1191.5,1209.9,1191.5,1205.4,1190.9,683492,823595547.5,1204.98,,1.2175665463095138,1168.1975,1100.818
7,2004-11-18,TCS,1209.45,1234.55,1206.5,1231.0,1205.4,934016,1138705128.15,1219.15,,2.123776339804207,1173.085,1105.8390000000002
8,2004-11-19,TCS,1233.0,1237.0,1211.1,1217.1,1231.0,851595,1043738212.15,1225.63,,-1.129163281884654,1177.6625,1110.405
9,2004-11-22,TCS,1207.8,1226.0,1195.0,1222.45,1217.1,592284,719897900.55,1215.46,,0.43956946840852323,1182.9175,1114.7839999999999
10,2004-11-23,TCS,1230.6,1242.0,1224.15,1235.55,1222.45,539099,665479598.35,1234.43,,1.0716184711031052,1187.835,1119.182
11,2004-11-24,TCS,1239.0,1245.0,1230.15,1233.9,1235.55,402913,499220626.8,1239.03,,-0.1335437659341883,1192.535,1123.738
12,2004-11-25,TCS,1234.0,1244.0,1208.65,1216.85,1233.9,788859,967476443.25,1226.43,,-1.381797552475904,1195.08,1127.906
13,2004-11-29,TCS,1216.0,1247.7,1205.55,1243.9,1216.85,660186,813364074.95,1232.02,,2.222952705756682,1199.4625,1132.294
14,2004-11-30,TCS,1248.15,1286.0,1245.0,1274.65,1243.9,1313518,1658363664.45,1262.54,,2.4720636707130796,1204.6625,1137.3290000000002
